,Date, Open, High, Low, Close
1317,2005-05-16,890.89,892.76,887.97,889.27
1318,2005-05-17,889.98,892.16,888.63,891.39
1319,2005-05-18,891.21,892.58,885.05,886.37
1320,2005-05-19,886.47,888.51,885.58,887.47
1321,2005-05-20,887.17,889.24,883.17,883.17
1322,2005-05-24,884.08,886.6,882.21,884.34
1323,2005-05-25,883.98,883.98,868.74,870.1
1324,2005-05-26,868.94,868.94,859.8,867.1
1325,2005-05-27,866.79,869.13,865.35,869.11
1326,2005-05-30,869.0,869.96,864.87,869.96
1327,2005-05-31,869.99,870.52,860.73,860.73
1328,2005-06-01,861.05,864.9,859.81,861.96
1329,2005-06-02,862.53,863.44,858.84,862.4
1330,2005-06-03,861.99,867.41,860.23,865.88
1331,2005-06-06,865.97,871.97,865.57,871.97
1332,2005-06-07,872.27,876.92,871.57,876.92
1333,2005-06-08,874.7,879.44,874.7,879.44
1334,2005-06-09,877.83,880.24,876.57,879.4
1335,2005-06-10,879.19,892.98,879.14,890.02
1336,2005-06-13,890.88,895.07,890.88,894.68
1337,2005-06-14,894.82,897.53,891.87,892.64
1338,2005-06-15,892.77,900.3,892.77,900.3
1339,2005-06-16,900.51,901.43,897.05,898.04
1340,2005-06-17,898.3,899.16,893.62,897.06
1341,2005-06-20,897.17,898.63,894.65,896.75
1342,2005-06-21,897.42,898.19,894.65,896.31
1343,2005-06-22,895.09,905.37,895.09,903.33
1344,2005-06-23,903.83,906.0,897.96,902.31
1345,2005-06-24,900.93,901.41,897.15,898.08
1346,2005-06-27,898.18,899.11,890.27,891.23
1347,2005-06-28,891.12,896.64,891.12,894.67
1348,2005-06-29,895.53,896.96,889.98,889.98
1349,2005-06-30,890.42,894.23,888.32,888.32
1350,2005-07-01,888.18,894.29,888.18,894.02
1351,2005-07-04,893.8,900.15,893.8,898.69
1352,2005-07-05,899.41,901.65,897.03,898.87
1353,2005-07-06,898.33,905.28,898.33,902.69
1354,2005-07-07,903.19,907.75,903.13,906.96
1355,2005-07-08,904.48,905.42,901.45,903.61
1356,2005-07-11,904.49,910.86,904.34,909.32
1357,2005-07-12,912.05,918.37,912.0,915.72
1358,2005-07-13,915.58,915.87,911.49,913.07
1359,2005-07-14,913.09,922.45,912.92,921.06
1360,2005-07-15,921.06,922.79,916.66,916.84
1361,2005-07-18,917.43,918.8,914.55,915.08
1362,2005-07-19,914.98,919.48,913.55,916.78
1363,2005-07-20,915.2,926.31,915.2,924.01
1364,2005-07-21,924.09,928.52,921.25,921.94
1365,2005-07-22,938.1,939.69,927.21,939.69
1366,2005-07-25,939.18,940.6,936.1,939.84
1367,2005-07-26,940.2,941.85,934.29,935.74
1368,2005-07-27,936.35,937.47,931.39,931.97
1369,2005-07-28,932.14,936.62,932.11,934.38
1370,2005-07-29,935.51,938.75,931.94,937.39
1371,2005-08-01,938.3,940.38,935.56,938.22
1372,2005-08-02,938.65,943.72,937.96,941.33
1373,2005-08-03,942.54,953.29,941.56,952.59
1374,2005-08-04,951.63,953.88,942.49,945.23
1375,2005-08-05,946.22,946.22,941.85,943.41
1376,2005-08-08,943.05,948.88,942.13,948.02
1377,2005-08-09,947.08,948.05,942.29,944.94
1378,2005-08-10,945.32,947.17,935.77,939.48
1379,2005-08-11,938.86,938.98,934.19,936.05
1380,2005-08-12,935.52,938.22,934.17,937.04
1381,2005-08-15,937.32,938.85,927.92,927.92
1382,2005-08-16,930.4,933.81,924.85,926.49
1383,2005-08-17,923.95,927.81,921.64,926.38
1384,2005-08-18,927.5,929.57,921.64,923.64
1385,2005-08-19,924.07,926.95,919.72,925.54
1386,2005-08-22,925.29,927.35,922.23,923.97
1387,2005-08-23,923.97,928.58,923.66,923.79
1388,2005-08-24,924.33,927.64,924.08,926.08
1389,2005-08-25,925.52,925.64,918.87,919.85
1390,2005-08-26,918.34,920.13,915.06,918.38
1391,2005-08-29,916.02,916.08,908.96,911.85
1392,2005-08-30,908.86,914.72,908.38,913.56
1393,2005-09-01,913.08,913.08,907.02,909.67
1394,2005-09-02,907.09,911.66,906.54,909.18
1395,2005-09-05,908.84,912.41,907.12,909.74
1396,2005-09-06,910.07,915.06,909.48,911.64
1397,2005-09-07,911.94,920.15,911.9,919.07
1398,2005-09-08,919.29,921.16,915.69,916.8
1399,2005-09-09,916.44,918.99,914.16,917.92
1400,2005-09-12,917.1,919.5,916.05,919.07
1401,2005-09-13,917.74,920.85,915.23,915.72
1402,2005-09-14,916.16,919.28,913.69,914.74
1403,2005-09-15,914.28,919.97,913.99,919.65
1404,2005-09-16,919.09,921.99,917.66,921.99
1405,2005-09-19,920.85,923.44,919.03,923.27
1406,2005-09-20,921.88,923.84,920.66,922.03
1407,2005-09-21,921.24,922.8,919.24,922.57
1408,2005-09-22,922.61,923.95,920.54,923.05
1409,2005-09-23,921.4,923.18,920.7,921.89
1410,2005-09-26,921.76,926.88,921.76,925.13
1411,2005-09-27,925.33,927.95,924.86,927.71
1412,2005-09-28,928.72,929.52,924.2,924.5
1413,2005-09-29,925.49,927.57,922.72,924.23
1414,2005-09-30,925.03,928.56,923.35,927.54
1415,2005-10-03,926.84,928.11,922.8,925.33
1416,2005-10-04,924.98,928.21,923.83,924.76
1417,2005-10-05,924.94,928.77,924.94,927.51
1418,2005-10-06,927.18,929.27,924.01,926.25
1419,2005-10-07,926.46,927.84,924.68,925.21
1420,2005-10-10,925.56,930.7,925.56,928.88
1421,2005-10-11,929.01,930.95,927.47,928.43
1422,2005-10-12,926.75,931.66,926.46,928.49
1423,2005-10-13,928.51,931.43,925.9,927.12
1424,2005-10-14,927.55,929.12,925.59,925.59
1425,2005-10-17,926.48,929.23,923.65,924.27
1426,2005-10-18,923.96,926.58,920.58,922.64
1427,2005-10-19,922.33,922.33,909.54,914.17
1428,2005-10-20,914.8,915.14,909.8,911.69
1429,2005-10-21,911.9,914.24,907.37,909.58
1430,2005-10-24,909.68,912.44,904.45,904.7
1431,2005-10-25,906.04,906.87,902.6,904.75
1432,2005-10-26,903.33,907.79,903.3,905.21
1433,2005-10-27,905.53,909.14,903.19,904.46
1434,2005-10-28,903.86,906.7,902.39,905.79
1435,2005-10-31,905.38,911.43,905.38,910.76
1436,2005-11-02,910.53,915.5,910.51,913.92
1437,2005-11-07,914.7,915.87,907.8,911.53
1438,2005-11-08,911.43,911.6,906.49,909.1
1439,2005-11-09,909.47,909.47,903.3,906.55
1440,2005-11-10,905.44,907.1,898.38,901.09
1441,2005-11-11,900.1,901.32,894.52,898.35
1442,2005-11-14,897.92,898.23,891.94,896.19
1443,2005-11-15,896.02,897.31,893.4,894.33
1444,2005-11-16,893.29,896.8,892.95,896.8
1445,2005-11-17,896.44,896.65,891.73,894.3
1446,2005-11-18,895.78,903.05,895.78,901.72
1447,2005-11-21,901.6,908.72,901.6,906.24
1448,2005-11-22,906.74,909.56,902.15,902.54
1449,2005-11-23,902.5,905.06,901.76,902.9
1450,2005-11-24,903.41,904.71,900.94,903.65
1451,2005-11-25,904.17,904.43,900.09,904.28
1452,2005-11-28,904.18,904.34,898.22,900.14
1453,2005-11-29,900.83,902.1,895.42,898.63
1454,2005-11-30,898.97,900.07,891.31,896.13
1455,2005-12-01,895.45,895.61,885.64,887.8
1456,2005-12-02,888.0,889.68,883.0,885.14
1457,2005-12-05,884.72,887.61,884.63,885.48
1458,2005-12-06,885.27,887.15,884.88,886.47
1459,2005-12-07,885.78,894.04,885.69,891.67
1460,2005-12-08,891.77,896.2,891.77,896.11
1461,2005-12-09,895.94,899.06,895.1,898.3
1462,2005-12-12,898.41,900.75,895.51,897.01
1463,2005-12-13,898.06,901.59,898.06,898.27
1464,2005-12-14,898.78,901.48,897.48,898.8
1465,2005-12-15,898.85,900.65,893.96,894.98
1466,2005-12-16,895.15,895.96,890.47,893.37
1467,2005-12-19,893.6,896.34,893.55,895.86
1468,2005-12-20,895.15,897.03,893.42,896.08
1469,2005-12-21,895.79,898.37,892.85,894.65
1470,2005-12-22,894.67,895.85,890.4,895.85
1471,2005-12-23,891.64,893.57,890.09,892.13
1472,2005-12-27,892.46,894.51,891.06,894.51
1473,2005-12-28,892.82,896.11,892.3,895.55
1474,2005-12-29,895.24,900.49,894.48,900.49
1475,2005-12-30,899.04,902.56,895.84,899.79
1476,2006-01-03,899.18,899.85,891.04,892.85
1477,2006-01-04,893.09,897.88,892.63,897.13
1478,2006-01-05,897.34,908.71,897.34,906.66
1479,2006-01-06,906.6,912.07,906.6,911.67
1480,2006-01-09,913.65,916.0,912.4,913.8
1481,2006-01-11,913.16,915.14,908.66,909.59
1482,2006-01-12,910.48,916.96,910.41,911.16
1483,2006-01-13,910.83,914.29,908.58,911.9
1484,2006-01-16,911.81,913.18,905.6,906.53
1485,2006-01-17,906.44,911.03,905.79,907.52
1486,2006-01-18,902.28,907.38,900.4,901.32
1487,2006-01-19,902.29,906.95,902.23,902.7
1488,2006-01-20,904.19,907.43,902.96,905.41
1489,2006-01-23,903.4,904.59,898.61,902.51
1490,2006-01-24,903.53,908.93,903.53,906.98
1491,2006-01-25,906.62,912.28,906.6,909.77
1492,2006-01-26,910.17,913.14,909.7,913.14
1493,2006-01-27,912.69,915.8,911.79,914.01
1494,2006-02-03,915.61,927.85,915.61,927.85
1495,2006-02-06,928.38,931.0,925.86,929.39
1496,2006-02-07,929.85,930.65,920.12,923.84
1497,2006-02-08,923.89,924.45,915.86,918.92
1498,2006-02-09,919.44,923.13,918.98,920.63
1499,2006-02-10,920.42,923.85,919.68,920.31
1500,2006-02-13,923.24,926.17,921.37,922.77
1501,2006-02-14,923.13,925.51,922.25,925.51
1502,2006-02-15,925.82,931.1,923.55,927.17
1503,2006-02-16,927.23,931.01,926.5,928.1
1504,2006-02-17,928.6,929.7,925.39,926.47
1505,2006-02-20,927.95,928.89,923.71,925.18
1506,2006-02-21,924.08,927.68,922.69,925.67
1507,2006-02-22,926.1,927.7,923.92,924.4
1508,2006-02-23,924.95,927.51,924.32,927.51
1509,2006-02-24,927.49,928.87,922.99,924.91
1510,2006-02-27,924.92,928.82,924.92,928.66
1511,2006-02-28,930.76,931.15,925.94,928.94
1512,2006-03-01,926.78,926.78,921.18,921.56
1513,2006-03-02,921.3,923.73,916.7,919.78
1514,2006-03-03,920.12,922.34,916.35,916.93
1515,2006-03-06,916.74,918.43,913.47,914.92
1516,2006-03-07,915.96,919.29,913.17,915.21
1517,2006-03-08,914.65,914.79,910.8,913.53
1518,2006-03-09,912.81,920.91,912.79,920.91
1519,2006-03-10,921.13,925.15,920.52,921.96
1520,2006-03-13,923.12,926.67,922.03,922.03
1521,2006-03-14,923.51,925.96,923.29,924.37
1522,2006-03-15,924.88,927.03,923.22,924.24
1523,2006-03-16,924.59,926.69,920.87,923.15
1524,2006-03-17,924.63,925.9,920.91,922.62
1525,2006-03-20,922.53,924.79,920.87,923.02
1526,2006-03-21,921.57,924.73,921.4,923.13
1527,2006-03-22,921.68,925.02,921.14,921.94
1528,2006-03-23,922.64,926.05,922.51,925.11
1529,2006-03-24,924.67,928.91,924.57,926.09
1530,2006-03-27,926.49,928.48,924.7,928.48
1531,2006-03-28,928.57,932.83,928.57,932.83
1532,2006-03-29,932.59,934.19,930.82,932.98
1533,2006-03-30,933.29,934.53,924.92,926.97
1534,2006-03-31,927.29,930.27,923.25,926.63
1535,2006-04-03,926.63,929.4,926.26,928.23
1536,2006-04-04,927.9,931.17,926.51,931.17
1537,2006-04-05,931.92,941.67,931.92,941.67
1538,2006-04-06,941.64,943.71,936.75,941.06
1539,2006-04-07,940.7,943.71,938.37,943.71
1540,2006-04-10,944.0,946.47,939.05,942.47
1541,2006-04-12,941.53,942.18,936.96,941.88
1542,2006-04-13,941.88,942.41,935.2,936.24
1543,2006-04-14,937.78,939.56,935.95,938.32
1544,2006-04-17,939.77,941.48,936.44,939.74
1545,2006-04-18,940.65,942.14,938.09,940.57
1546,2006-04-19,941.07,945.97,941.07,945.97
1547,2006-04-20,945.94,948.04,943.36,946.62
1548,2006-04-21,946.76,950.44,946.74,948.19
1549,2006-04-24,948.34,950.95,942.73,943.36
1550,2006-04-25,944.19,945.54,941.62,944.09
1551,2006-04-26,944.92,949.74,944.92,949.29
1552,2006-04-27,949.48,952.54,945.89,947.61
1553,2006-04-28,947.64,950.03,944.92,949.23
1554,2006-05-02,947.8,952.29,947.17,951.25
1555,2006-05-03,950.99,954.04,948.65,950.23
1556,2006-05-04,950.32,954.16,949.98,954.16
1557,2006-05-05,955.08,962.38,955.08,961.38
1558,2006-05-08,962.45,970.02,962.45,965.9
1559,2006-05-09,966.27,970.46,962.89,966.88
1560,2006-05-10,967.53,968.81,961.69,966.62
1561,2006-05-11,965.32,968.27,964.02,966.05
1562,2006-05-15,963.13,964.62,958.2,964.62
1563,2006-05-16,963.67,963.67,950.15,959.94
1564,2006-05-17,960.23,964.02,957.2,958.4
1565,2006-05-18,953.1,953.1,944.24,947.78
1566,2006-05-19,947.88,948.29,942.26,944.4
1567,2006-05-22,944.25,945.88,923.68,925.51
1568,2006-05-23,924.69,928.0,919.04,926.56
1569,2006-05-24,927.25,934.36,923.95,927.75
1570,2006-05-25,934.65,934.83,923.67,923.97
1571,2006-05-26,925.85,933.84,925.85,930.75
1572,2006-05-29,931.11,932.49,926.97,928.37
1573,2006-05-30,928.21,930.26,927.37,929.89
1574,2006-05-31,927.89,928.14,919.37,927.78
1575,2006-06-01,927.65,932.56,927.65,930.45
1576,2006-06-02,930.08,935.39,930.08,930.72
1577,2006-06-05,931.2,935.35,930.26,931.9
1578,2006-06-06,930.56,930.56,924.06,925.49
1579,2006-06-07,926.65,929.92,922.55,923.57
1580,2006-06-08,922.87,925.6,914.37,917.25
1581,2006-06-09,917.04,920.58,915.18,915.4
1582,2006-06-12,916.01,918.51,914.3,916.7
1583,2006-06-13,915.45,916.03,902.02,903.63
1584,2006-06-14,902.0,902.56,892.89,893.23
1585,2006-06-15,895.29,900.55,883.29,886.48
1586,2006-06-16,889.07,897.38,889.07,893.5
1587,2006-06-19,895.14,896.58,886.29,889.51
1588,2006-06-20,885.84,892.13,885.84,889.99
1589,2006-06-21,891.48,897.18,891.12,894.66
1590,2006-06-22,894.79,904.56,894.79,900.47
1591,2006-06-23,900.33,906.34,900.33,906.34
1592,2006-06-26,906.65,907.47,901.57,904.51
1593,2006-06-27,904.8,909.2,904.8,907.76
1594,2006-06-28,907.35,909.37,904.91,906.9
1595,2006-06-29,907.1,912.22,907.1,910.54
1596,2006-06-30,912.15,917.18,912.15,914.69
1597,2006-07-03,914.61,919.57,914.43,919.14
1598,2006-07-04,919.37,926.5,919.37,923.99
1599,2006-07-05,925.06,927.7,922.98,924.89
1600,2006-07-06,924.98,925.48,919.22,920.0
1601,2006-07-07,921.5,926.45,920.76,925.56
1602,2006-07-10,926.37,926.78,922.85,924.86
1603,2006-07-11,926.31,928.05,924.6,924.6
1604,2006-07-12,925.48,928.23,925.04,928.23
1605,2006-07-13,928.46,928.89,924.85,926.55
1606,2006-07-14,925.49,925.89,913.63,913.63
1607,2006-07-17,912.02,912.02,899.23,902.7
1608,2006-07-18,902.72,912.17,902.72,908.68
1609,2006-07-19,908.93,913.78,908.93,911.98
1610,2006-07-20,913.23,920.72,913.23,916.62
1611,2006-07-21,918.38,924.72,918.38,924.72
1612,2006-07-24,924.44,925.62,921.17,922.34
1613,2006-07-25,923.77,931.85,923.77,928.05
1614,2006-07-26,928.53,934.34,928.53,934.34
1615,2006-07-27,934.52,937.33,932.64,936.76
1616,2006-07-28,937.56,938.85,932.41,934.72
1617,2006-07-31,935.31,939.46,935.31,935.85
1618,2006-08-01,935.41,938.21,932.96,936.04
1619,2006-08-02,936.4,938.89,932.89,934.07
1620,2006-08-03,934.34,937.42,933.79,935.29
1621,2006-08-04,935.09,938.78,934.63,937.99
1622,2006-08-07,939.03,942.22,937.44,938.48
1623,2006-08-08,938.23,939.87,936.91,939.08
1624,2006-08-09,939.57,943.2,939.56,941.26
1625,2006-08-10,941.49,942.99,939.48,942.99
1626,2006-08-11,942.57,946.21,942.27,942.27
1627,2006-08-14,942.88,947.22,942.78,946.0
1628,2006-08-15,945.56,946.52,943.25,943.94
1629,2006-08-16,944.54,946.06,937.98,937.98
1630,2006-08-17,938.32,944.17,938.32,942.08
1631,2006-08-18,942.08,944.71,940.86,942.0
1632,2006-08-21,941.49,943.87,940.71,942.61
1633,2006-08-22,943.41,949.11,943.37,945.02
1634,2006-08-23,945.03,948.26,943.97,948.26
1635,2006-08-24,949.54,950.25,945.69,948.13
1636,2006-08-25,948.9,951.96,947.99,950.52
1637,2006-08-28,950.61,953.83,950.21,950.96
1638,2006-08-29,950.93,955.2,950.93,953.22
1639,2006-08-30,954.17,959.09,954.03,958.12
1640,2006-09-01,959.04,962.42,958.91,960.69
1641,2006-09-04,960.82,968.22,960.82,968.22
1642,2006-09-05,968.64,970.49,962.24,963.84
1643,2006-09-06,964.25,964.89,955.56,956.39
1644,2006-09-07,956.39,958.8,953.18,955.85
1645,2006-09-08,956.33,959.06,955.66,956.7
1646,2006-09-11,956.53,957.61,954.01,955.72
1647,2006-09-12,955.81,956.5,949.34,953.7
1648,2006-09-13,953.0,954.25,949.9,954.25
1649,2006-09-14,953.1,957.1,950.99,957.1
1650,2006-09-15,956.56,959.21,955.89,958.99
1651,2006-09-18,958.58,965.55,958.58,965.55
1652,2006-09-19,965.76,966.08,959.64,962.82
1653,2006-09-20,961.37,961.37,956.86,959.62
1654,2006-09-21,960.73,966.08,960.73,966.08
1655,2006-09-22,964.78,967.32,962.41,965.23
1656,2006-09-25,964.07,965.44,962.35,965.44
1657,2006-09-26,964.42,966.99,960.86,965.66
1658,2006-09-27,965.69,967.99,964.55,966.32
1659,2006-09-28,966.19,970.79,966.19,968.88
1660,2006-09-29,967.74,969.06,963.65,967.55
1661,2006-10-02,967.17,969.67,964.76,969.67
1662,2006-10-03,968.93,969.15,965.61,967.56
1663,2006-10-04,967.26,969.19,963.52,964.06
1664,2006-10-05,964.3,969.63,964.3,968.89
1665,2006-10-06,967.68,971.22,967.19,970.98
1666,2006-10-09,971.48,973.93,967.54,969.38
1667,2006-10-10,970.2,971.9,969.23,969.71
1668,2006-10-11,969.46,971.03,967.89,970.37
1669,2006-10-12,970.18,976.84,970.18,975.62
1670,2006-10-13,976.79,983.54,976.79,983.54
1671,2006-10-16,983.22,983.79,977.12,983.79
1672,2006-10-17,982.8,983.31,976.16,977.23
1673,2006-10-18,978.19,979.07,975.3,975.89
1674,2006-10-19,977.49,980.45,976.05,978.77
1675,2006-10-20,978.4,980.89,977.34,979.19
1676,2006-10-26,979.0,983.43,979.0,982.63
1677,2006-10-27,981.91,990.71,981.48,989.9
1678,2006-10-30,986.47,987.43,984.16,986.07
1679,2006-10-31,986.19,988.93,984.85,988.3
1680,2006-11-01,988.3,991.04,987.84,989.34
1681,2006-11-02,989.15,998.57,988.75,995.25
1682,2006-11-03,996.47,1000.06,994.84,998.02
1683,2006-11-06,998.25,999.72,992.96,993.3
1684,2006-11-07,993.68,1005.06,993.68,1003.28
1685,2006-11-08,1004.65,1011.2,1004.65,1007.29
1686,2006-11-09,1008.86,1019.93,1008.76,1019.93
1687,2006-11-10,1019.07,1022.76,1018.15,1022.3
1688,2006-11-13,1020.68,1021.53,1015.79,1019.81
1689,2006-11-14,1019.81,1030.09,1019.81,1030.09
1690,2006-11-15,1028.25,1032.6,1025.64,1028.38
1691,2006-11-16,1028.67,1039.06,1027.57,1037.6
1692,2006-11-17,1039.79,1041.98,1037.82,1040.79
1693,2006-11-20,1040.75,1044.33,1029.41,1033.52
1694,2006-11-21,1033.6,1037.22,1033.6,1036.16
1695,2006-11-22,1037.68,1045.67,1037.59,1043.81
1696,2006-11-23,1044.89,1046.6,1043.35,1046.51
1697,2006-11-24,1046.8,1060.43,1046.64,1060.43
1698,2006-11-27,1060.67,1071.82,1060.67,1068.29
1699,2006-11-28,1065.33,1065.33,1056.72,1057.23
1700,2006-11-29,1058.62,1065.83,1058.62,1064.6
1701,2006-11-30,1065.85,1086.37,1065.85,1080.66
1702,2006-12-01,1080.25,1081.3,1074.88,1080.11
1703,2006-12-04,1079.77,1082.59,1076.53,1077.44
1704,2006-12-05,1078.18,1089.67,1078.18,1088.96
1705,2006-12-06,1090.96,1103.27,1090.96,1098.35
1706,2006-12-07,1100.31,1102.79,1092.54,1098.26
1707,2006-12-08,1097.84,1098.59,1087.37,1098.59
1708,2006-12-11,1103.89,1110.12,1098.23,1101.7
1709,2006-12-12,1103.21,1107.13,1085.81,1088.42
1710,2006-12-13,1087.55,1088.94,1073.56,1079.6
1711,2006-12-14,1079.52,1083.54,1068.51,1075.47
1712,2006-12-15,1078.17,1089.32,1078.17,1089.32
1713,2006-12-18,1090.01,1092.47,1074.8,1081.6
1714,2006-12-19,1082.25,1082.27,1049.88,1060.36
1715,2006-12-20,1068.51,1076.3,1068.51,1076.3
1716,2006-12-21,1075.86,1079.51,1072.79,1076.68
1717,2006-12-22,1076.67,1079.72,1072.89,1079.72
1718,2006-12-26,1079.3,1080.49,1073.54,1078.15
1719,2006-12-27,1078.2,1083.75,1077.26,1083.22
1720,2006-12-28,1082.79,1089.97,1082.75,1088.85
1721,2006-12-29,1089.28,1096.24,1088.8,1096.24
1722,2007-01-03,1096.76,1117.09,1096.76,1117.09
1723,2007-01-04,1117.3,1119.16,1114.41,1118.18
1724,2007-01-05,1117.79,1121.41,1114.54,1120.4
1725,2007-01-08,1119.0,1119.0,1110.38,1113.02
1726,2007-01-09,1114.39,1121.6,1113.99,1118.96
1727,2007-01-10,1118.9,1119.74,1107.02,1113.19
1728,2007-01-11,1113.4,1117.69,1103.37,1106.06
1729,2007-01-12,1108.44,1120.96,1108.44,1119.33
1730,2007-01-15,1121.81,1129.42,1121.81,1127.41
1731,2007-01-16,1128.08,1133.68,1128.08,1132.61
1732,2007-01-17,1133.26,1140.81,1133.26,1139.71
1733,2007-01-18,1141.26,1150.15,1141.26,1147.66
1734,2007-01-19,1149.09,1151.61,1139.49,1147.76
1735,2007-01-22,1148.41,1157.85,1148.41,1157.85
1736,2007-01-23,1156.04,1169.12,1155.93,1169.12
1737,2007-01-24,1171.94,1186.0,1171.94,1183.04
1738,2007-01-25,1184.93,1191.53,1173.26,1179.66
1739,2007-01-26,1176.86,1176.86,1164.91,1169.89
1740,2007-01-29,1170.26,1180.01,1170.26,1177.53
1741,2007-01-30,1179.11,1183.54,1175.59,1181.42
1742,2007-01-31,1181.8,1189.35,1181.3,1189.35
1743,2007-02-02,1195.91,1209.48,1195.91,1209.48
1744,2007-02-05,1213.5,1226.57,1213.5,1225.73
1745,2007-02-06,1226.26,1238.64,1226.21,1236.63
1746,2007-02-07,1238.14,1243.63,1232.57,1243.57
1747,2007-02-08,1245.36,1248.83,1237.39,1248.83
1748,2007-02-09,1248.77,1250.46,1231.64,1240.87
1749,2007-02-12,1238.71,1238.92,1223.14,1231.87
1750,2007-02-13,1232.12,1235.03,1223.69,1234.31
1751,2007-02-14,1240.29,1245.64,1239.44,1245.64
1752,2007-02-15,1247.52,1258.63,1247.52,1258.63
1753,2007-02-16,1259.32,1262.09,1252.15,1262.09
1754,2007-02-21,1265.34,1278.22,1265.34,1278.22
1755,2007-02-22,1277.99,1280.51,1270.1,1276.52
1756,2007-02-23,1276.31,1283.8,1273.85,1283.47
1757,2007-02-26,1285.08,1285.15,1270.4,1272.87
1758,2007-02-27,1273.43,1273.78,1220.19,1237.08
1759,2007-02-28,1189.58,1196.68,1136.01,1196.45
1760,2007-03-01,1204.67,1216.19,1179.12,1180.91
1761,2007-03-02,1180.66,1180.66,1161.68,1164.68
1762,2007-03-05,1152.87,1152.87,1090.39,1110.69
1763,2007-03-06,1117.51,1137.82,1113.29,1130.96
1764,2007-03-07,1144.12,1170.01,1144.12,1156.58
1765,2007-03-08,1161.5,1189.29,1161.46,1187.06
1766,2007-03-09,1194.2,1201.45,1186.31,1188.83
1767,2007-03-12,1192.61,1205.86,1192.61,1203.29
1768,2007-03-13,1205.63,1214.15,1197.58,1200.01
1769,2007-03-14,1177.74,1177.74,1159.03,1166.38
1770,2007-03-15,1173.82,1182.18,1173.82,1180.31
1771,2007-03-16,1179.23,1182.33,1172.43,1182.2
1772,2007-03-19,1182.97,1195.61,1182.56,1192.22
1773,2007-03-20,1200.77,1206.54,1200.6,1205.28
1774,2007-03-21,1207.44,1213.96,1206.5,1209.34
1775,2007-03-22,1213.91,1231.0,1213.91,1221.72
1776,2007-03-23,1223.77,1237.7,1223.77,1235.65
1777,2007-03-26,1237.47,1246.75,1235.08,1244.32
1778,2007-03-27,1246.9,1248.98,1236.55,1247.17
1779,2007-03-28,1244.22,1245.17,1228.97,1235.24
1780,2007-03-29,1230.06,1235.89,1222.42,1235.89
1781,2007-03-30,1239.6,1246.87,1238.7,1246.87
1782,2007-04-02,1250.24,1253.41,1245.0,1246.3
1783,2007-04-03,1247.41,1260.13,1247.38,1256.82
1784,2007-04-04,1263.19,1277.65,1263.19,1271.31
1785,2007-04-05,1271.93,1277.48,1268.81,1277.48
1786,2007-04-06,1277.14,1279.55,1274.15,1278.92
1787,2007-04-09,1279.87,1300.94,1279.87,1298.36
1788,2007-04-10,1297.01,1306.34,1290.08,1306.34
1789,2007-04-11,1308.98,1316.13,1302.88,1306.22
1790,2007-04-12,1301.77,1313.27,1298.53,1307.19
1791,2007-04-13,1309.2,1315.03,1297.69,1308.2
1792,2007-04-16,1310.54,1322.91,1310.54,1322.91
1793,2007-04-17,1326.64,1334.44,1316.98,1330.26
1794,2007-04-18,1330.11,1332.44,1320.15,1328.63
1795,2007-04-19,1324.1,1324.1,1291.64,1306.36
1796,2007-04-20,1308.05,1316.81,1306.22,1315.37
1797,2007-04-23,1320.86,1326.67,1316.64,1321.36
1798,2007-04-24,1319.81,1319.84,1310.59,1317.5
1799,2007-04-25,1317.72,1321.06,1313.42,1315.97
1800,2007-04-27,1320.17,1326.7,1319.15,1324.77
1801,2007-04-30,1326.59,1330.27,1313.66,1322.25
1802,2007-05-03,1329.13,1343.52,1329.13,1342.79
1803,2007-05-04,1346.37,1363.4,1346.37,1363.4
1804,2007-05-07,1363.21,1367.4,1357.54,1365.28
1805,2007-05-08,1367.35,1368.87,1348.76,1354.67
1806,2007-05-09,1355.28,1357.5,1346.42,1350.84
1807,2007-05-10,1351.65,1356.94,1351.09,1355.62
1808,2007-05-11,1349.64,1351.45,1336.16,1351.45
1809,2007-05-14,1355.8,1364.05,1355.8,1359.59
1810,2007-05-15,1364.85,1366.21,1340.88,1346.1
1811,2007-05-16,1348.87,1352.76,1347.9,1352.41
1812,2007-05-17,1356.41,1361.73,1351.18,1359.37
1813,2007-05-18,1358.19,1358.27,1351.03,1356.84
1814,2007-05-21,1354.9,1354.9,1344.08,1347.17
1815,2007-05-22,1346.98,1367.51,1346.09,1367.51
1816,2007-05-23,1367.01,1368.38,1351.91,1354.98
1817,2007-05-24,1353.64,1356.39,1335.37,1340.98
1818,2007-05-25,1335.35,1339.08,1319.75,1339.08
1819,2007-05-28,1339.77,1348.3,1339.77,1345.99
1820,2007-05-29,1345.7,1346.98,1339.95,1343.0
1821,2007-05-30,1343.29,1349.13,1331.21,1339.18
1822,2007-05-31,1341.21,1350.46,1338.4,1346.89
1823,2007-06-01,1348.36,1360.07,1346.21,1360.07
1824,2007-06-04,1360.3,1374.54,1356.78,1360.27
1825,2007-06-05,1361.19,1369.59,1354.93,1369.59
1826,2007-06-06,1368.84,1374.33,1368.18,1372.38
1827,2007-06-07,1366.3,1367.01,1359.09,1364.41
1828,2007-06-08,1357.63,1359.18,1351.38,1352.39
1829,2007-06-11,1360.66,1367.94,1357.05,1357.66
1830,2007-06-12,1358.55,1361.3,1355.68,1360.58
1831,2007-06-13,1356.74,1359.78,1353.03,1353.03
