Date,Open,High,Low,Close,Volume
2000-01-03,0.377,0.388,0.377,0.383,7831378.47583692
2000-01-04,0.386,0.386,0.37,0.3720000000000001,3088499.88640819
2000-01-05,0.3720000000000001,0.381,0.359,0.366,6372784.2347123
2000-01-06,0.3670000000000001,0.369,0.359,0.364,7532807.17144564
2000-01-11,0.373,0.385,0.366,0.3670000000000001,11350604.1784161
2000-01-12,0.366,0.38,0.366,0.38,14375474.1147082
2000-01-13,0.3670000000000001,0.388,0.3670000000000001,0.38,11629597.0366178
2000-01-14,0.381,0.389,0.38,0.386,16318634.899025198
2000-01-17,0.391,0.401,0.391,0.393,16396948.6837836
2000-01-18,0.396,0.401,0.389,0.391,7953743.76452188
2000-01-19,0.391,0.402,0.391,0.393,11825381.4985138
2000-01-20,0.399,0.402,0.396,0.399,16700414.5997222
2000-01-21,0.412,0.412,0.399,0.409,17605917.7359909
2000-01-24,0.409,0.418,0.409,0.413,11316341.8975844
2000-01-25,0.412,0.415,0.399,0.413,4909295.38204027
2000-01-26,0.412,0.412,0.393,0.394,8506834.86937786
2000-01-27,0.397,0.404,0.394,0.397,5540700.27165462
2000-01-28,0.397,0.397,0.381,0.391,10234632.7456094
2000-01-31,0.383,0.386,0.38,0.385,6250418.94602735
2000-02-02,0.394,0.394,0.388,0.393,1977423.06514882
2000-02-03,0.396,0.396,0.385,0.386,4454096.50813225
2000-02-08,0.394,0.401,0.393,0.396,7997795.26844846
2000-02-09,0.409,0.409,0.397,0.407,14806199.9308792
2000-02-10,0.399,0.41,0.399,0.407,10014375.2259765
2000-02-11,0.41,0.418,0.407,0.41,7939059.92987968
2000-02-14,0.41,0.413,0.386,0.391,7209762.80931737
2000-02-15,0.396,0.407,0.391,0.396,3759061.66840172
2000-02-16,0.396,0.415,0.393,0.412,5325337.36356911
2000-02-17,0.415,0.429,0.415,0.429,15134138.904554902
2000-02-18,0.431,0.431,0.421,0.428,19392450.9507912
2000-02-21,0.417,0.429,0.417,0.428,9657068.58301641
2000-02-22,0.428,0.429,0.421,0.426,8364891.13450332
2000-02-23,0.428,0.429,0.423,0.426,5247023.57881074
2000-02-24,0.428,0.431,0.423,0.429,3553487.983411
2000-02-25,0.431,0.431,0.417,0.426,5119763.67857839
2000-02-28,0.426,0.426,0.412,0.417,6118264.4342476
2000-02-29,0.423,0.423,0.413,0.418,6544095.63887123
2000-03-01,0.418,0.421,0.415,0.42,2789928.5820169
2000-03-02,0.418,0.42,0.409,0.418,6671355.53910358
2000-03-03,0.399,0.415,0.391,0.413,3210865.17509314
2000-03-06,0.421,0.421,0.415,0.42,10435311.8190527
2000-03-07,0.413,0.423,0.409,0.42,28281065.5208661
2000-03-08,0.42,0.421,0.404,0.418,4689037.86240736
2000-03-09,0.42,0.421,0.415,0.418,6837772.33171512
2000-03-10,0.418,0.447,0.415,0.447,19720389.924466897
2000-03-13,0.447,0.453,0.431,0.433,13465076.3668921
2000-03-14,0.428,0.428,0.415,0.415,7806905.41809994
2000-03-15,0.415,0.415,0.391,0.399,5408545.75987488
2000-03-17,0.415,0.418,0.405,0.405,2261310.53489791
2000-03-20,0.405,0.417,0.405,0.413,2858453.14368048
2000-03-21,0.407,0.42,0.405,0.415,6548990.25041863
2000-03-22,0.42,0.431,0.417,0.431,4855454.65501889
2000-03-23,0.431,0.441,0.426,0.439,6676250.15065098
2000-03-24,0.442,0.445,0.431,0.433,6318943.50769092
2000-03-27,0.429,0.439,0.429,0.434,5643487.11414998
2000-03-28,0.436,0.439,0.423,0.426,2520724.94691001
2000-03-29,0.426,0.434,0.421,0.428,7689434.74096238
2000-03-30,0.429,0.46,0.429,0.445,16455684.0223523
2000-03-31,0.445,0.445,0.431,0.441,6059529.09567882
2000-04-03,0.441,0.444,0.4370000000000001,0.442,3871637.73399188
2000-04-04,0.442,0.452,0.441,0.447,3666064.04900116
2000-04-05,0.442,0.452,0.442,0.447,8761354.66984256
2000-04-07,0.449,0.456,0.447,0.453,11835170.7216086
2000-04-10,0.455,0.455,0.433,0.447,8702619.33127378
2000-04-11,0.441,0.445,0.434,0.439,8731987.00055817
2000-04-12,0.4370000000000001,0.442,0.4370000000000001,0.441,4228944.37695194
2000-04-13,0.441,0.442,0.428,0.441,13675544.6634302
2000-04-14,0.439,0.445,0.4370000000000001,0.445,7258708.92479135
2000-04-17,0.417,0.428,0.399,0.409,12168004.3068316
2000-04-18,0.409,0.428,0.409,0.42,10371681.8689365
2000-04-19,0.425,0.455,0.425,0.445,3994003.02267683
2000-04-20,0.445,0.447,0.433,0.433,5129552.90167319
2000-04-21,0.434,0.445,0.434,0.444,1062130.70578538
2000-04-24,0.441,0.447,0.434,0.445,1850163.16491647
2000-04-25,0.431,0.441,0.431,0.439,2515830.33536261
2000-04-26,0.442,0.445,0.439,0.445,4777140.87026052
2000-04-27,0.442,0.449,0.442,0.444,9143134.37053961
2000-04-28,0.447,0.453,0.441,0.447,5061028.34000961
2000-05-02,0.447,0.45,0.447,0.45,5565173.32939161
2000-05-03,0.447,0.458,0.447,0.458,5144236.73631538
2000-05-04,0.452,0.463,0.452,0.46,10533204.0500007
2000-05-05,0.46,0.463,0.458,0.461,6960137.62040007
2000-05-08,0.464,0.464,0.456,0.458,26646265.264035106
2000-05-09,0.46,0.463,0.458,0.458,2373886.60048807
2000-05-10,0.458,0.463,0.458,0.458,7669856.29477279
2000-05-11,0.458,0.458,0.436,0.444,7914586.87214269
2000-05-12,0.442,0.442,0.436,0.442,3362598.13306248
2000-05-15,0.442,0.444,0.441,0.442,1693535.59539974
2000-05-16,0.442,0.447,0.442,0.444,6847561.55480991
2000-05-17,0.444,0.447,0.444,0.447,3391965.80234687
2000-05-19,0.447,0.469,0.447,0.464,23929755.8552292
2000-05-22,0.466,0.482,0.466,0.468,24096172.647840694
2000-05-23,0.471,0.472,0.461,0.463,10175897.4070406
2000-05-24,0.46,0.468,0.458,0.463,24375165.5060424
2000-05-25,0.468,0.471,0.463,0.468,14355895.6685186
2000-05-26,0.461,0.477,0.461,0.476,9568965.57516324
2000-05-29,0.476,0.476,0.469,0.471,13856645.290684
2000-05-30,0.463,0.474,0.463,0.469,9187185.87446619
2000-05-31,0.474,0.474,0.471,0.472,11110768.212593598
2000-06-01,0.469,0.471,0.466,0.468,7337022.70954972
2000-06-02,0.468,0.471,0.468,0.469,7596437.12156182
2000-06-05,0.476,0.476,0.468,0.469,8418731.86152469
2000-06-06,0.472,0.472,0.469,0.471,6754563.93540935
2000-06-07,0.464,0.471,0.461,0.468,11301658.0629422
2000-06-08,0.463,0.463,0.452,0.463,5814798.51830892
2000-06-09,0.461,0.468,0.458,0.468,11443601.7978167
2000-06-12,0.463,0.471,0.463,0.471,8506834.86937786
2000-06-13,0.468,0.471,0.466,0.471,3856953.89934969
2000-06-14,0.469,0.471,0.469,0.469,807610.9053206829
2000-06-16,0.469,0.471,0.469,0.471,10131845.903114
2000-06-19,0.468,0.471,0.468,0.469,18188376.510131303
2000-06-20,0.468,0.471,0.464,0.471,26249801.7286959
2000-06-21,0.471,0.474,0.468,0.472,8355101.91140852
2000-06-22,0.471,0.472,0.469,0.471,10180792.018588
2000-06-23,0.463,0.476,0.463,0.474,10773040.0158232
2000-06-26,0.476,0.482,0.476,0.479,8692830.10817899
2000-06-27,0.479,0.482,0.479,0.482,7704118.57560458
2000-06-28,0.479,0.508,0.477,0.495,10087794.3991874
2000-06-29,0.498,0.498,0.482,0.482,10856248.4121289
2000-06-30,0.479,0.479,0.472,0.477,4997398.38989344
2000-07-03,0.474,0.474,0.468,0.472,4131052.14600398
2000-07-04,0.469,0.482,0.469,0.479,5075712.17465181
2000-07-05,0.471,0.4920000000000001,0.471,0.485,6269997.39221694
2000-07-06,0.479,0.485,0.469,0.469,5276391.24809513
2000-07-07,0.469,0.471,0.46,0.471,2417938.10441465
2000-07-10,0.471,0.471,0.468,0.469,3499647.25638963
2000-07-11,0.469,0.482,0.469,0.482,7596437.12156182
2000-07-12,0.482,0.482,0.471,0.479,2980818.43236543
2000-07-13,0.479,0.485,0.474,0.482,4512831.84670103
2000-07-14,0.482,0.498,0.482,0.495,5124658.29012579
2000-07-17,0.4920000000000001,0.517,0.485,0.504,14551680.1304145
2000-07-18,0.498,0.524,0.495,0.52,5692433.22962396
2000-07-19,0.517,0.527,0.508,0.52,4830981.5972819
2000-07-20,0.52,0.536,0.52,0.527,18995987.4154519
2000-07-21,0.527,0.546,0.527,0.53,7439809.55204508
2000-07-24,0.527,0.53,0.524,0.527,4928873.82822986
2000-07-25,0.524,0.524,0.514,0.52,3377281.96770467
2000-07-26,0.52,0.53,0.52,0.527,7420231.10585549
2000-07-27,0.527,0.53,0.514,0.514,9050136.75113905
2000-07-28,0.514,0.517,0.511,0.511,3808007.7838757006
2000-07-31,0.511,0.514,0.508,0.514,5672854.78343437
2000-08-01,0.514,0.527,0.511,0.514,5021871.44763043
2000-08-02,0.514,0.517,0.511,0.511,2236837.47716092
2000-08-03,0.514,0.5429999999999999,0.511,0.539,10890510.6929607
2000-08-04,0.5429999999999999,0.5589999999999999,0.536,0.5589999999999999,17738072.247770604
2000-08-07,0.5589999999999999,0.5589999999999999,0.5329999999999999,0.546,5956742.25318346
2000-08-08,0.546,0.546,0.524,0.536,5016976.83608303
2000-08-09,0.536,0.536,0.52,0.524,308360.52748607897
2000-08-10,0.514,0.527,0.511,0.527,655877.9473513421
2000-08-11,0.52,0.5489999999999999,0.52,0.539,3411544.24853646
2000-08-14,0.527,0.527,0.517,0.52,5902901.52616208
2000-08-15,0.52,0.524,0.514,0.517,3362598.13306248
2000-08-16,0.511,0.517,0.495,0.511,13176294.2855956
2000-08-17,0.511,0.53,0.511,0.527,5898006.91461468
2000-08-18,0.527,0.527,0.508,0.527,5535805.66010723
2000-08-21,0.527,0.527,0.517,0.517,1434121.18338764
2000-08-22,0.511,0.517,0.511,0.514,1008289.978764
2000-08-23,0.511,0.52,0.511,0.52,1610327.19909397
2000-08-24,0.52,0.524,0.517,0.52,2231942.86561352
2000-08-25,0.511,0.514,0.511,0.514,988711.5325744121
2000-08-28,0.514,0.517,0.511,0.514,1644589.47992575
2000-08-29,0.517,0.52,0.517,0.52,1987212.28824362
2000-08-30,0.517,0.517,0.511,0.517,3049342.994029
2000-09-01,0.517,0.52,0.511,0.52,7180395.14003298
2000-09-04,0.511,0.517,0.504,0.511,5898006.91461468
2000-09-05,0.508,0.508,0.504,0.508,587353.385687769
2000-09-06,0.504,0.511,0.501,0.511,1894214.66884306
2000-09-07,0.4920000000000001,0.498,0.4920000000000001,0.4920000000000001,288782.081296487
2000-09-08,0.488,0.488,0.476,0.476,4919084.60513507
2000-09-11,0.463,0.469,0.461,0.468,4405150.39265827
2000-09-12,0.463,0.508,0.463,0.4920000000000001,3455595.75246304
2000-09-13,0.488,0.488,0.472,0.477,5550489.49474942
2000-09-14,0.477,0.479,0.476,0.477,582458.774140371
2000-09-15,0.476,0.485,0.476,0.479,978922.3094796159
2000-09-18,0.477,0.477,0.469,0.472,1071919.92888018
2000-09-19,0.471,0.476,0.464,0.476,3984213.79958204
2000-09-20,0.476,0.479,0.474,0.479,6372784.2347123
2000-09-21,0.477,0.488,0.477,0.485,2716509.40880593
2000-09-22,0.485,0.495,0.485,0.488,2280888.9810875
2000-09-25,0.488,0.508,0.488,0.508,6779036.99314634
2000-09-26,0.504,0.508,0.4920000000000001,0.501,1904003.89193785
2000-09-27,0.495,0.495,0.4920000000000001,0.495,841873.18615247
2000-09-28,0.4920000000000001,0.511,0.479,0.479,4742878.58942874
2000-09-29,0.488,0.488,0.461,0.463,5594540.998676
2000-10-02,0.46,0.463,0.456,0.463,2907399.25915446
2000-10-03,0.463,0.468,0.461,0.464,5065922.95155701
2000-10-04,0.464,0.468,0.463,0.468,11208660.4435416
2000-10-05,0.468,0.469,0.466,0.468,5056133.72846221
