Date,Open,High,Low,Close
21/09/2010,1475.99,1475.99,1475.99,1475.99
22/09/2010,1474.75,1474.75,1474.75,1474.75
23/09/2010,1458.08,1458.08,1458.08,1458.08
24/09/2010,1451.19,1451.19,1451.19,1451.19
27/09/2010,1464.71,1464.71,1464.71,1464.71
28/09/2010,1459.64,1459.64,1459.64,1459.64
29/09/2010,1461.78,1461.78,1461.78,1461.78
30/09/2010,1463.5,1463.5,1463.5,1463.5
01/10/2010,1466.32,1466.32,1466.32,1466.32
04/10/2010,1462.27,1462.27,1462.27,1462.27
05/10/2010,1472.19,1472.19,1472.19,1472.19
06/10/2010,1479.61,1479.61,1479.61,1479.61
07/10/2010,1481.45,1481.45,1481.45,1481.45
08/10/2010,1481.41,1481.41,1481.41,1481.41
11/10/2010,1487.41,1487.41,1487.41,1487.41
12/10/2010,1486.57,1486.57,1486.57,1486.57
13/10/2010,1496.97,1496.97,1496.97,1496.97
14/10/2010,1496.38,1496.38,1496.38,1496.38
15/10/2010,1489.86,1489.86,1489.86,1489.86
18/10/2010,1480.7,1480.7,1480.7,1480.7
19/10/2010,1488.65,1488.65,1488.65,1488.65
20/10/2010,1486.78,1486.78,1486.78,1486.78
21/10/2010,1491.02,1491.02,1491.02,1491.02
22/10/2010,1490.64,1490.64,1490.64,1490.64
25/10/2010,1491.44,1491.44,1491.44,1491.44
26/10/2010,1496.94,1496.94,1496.94,1496.94
27/10/2010,1499.11,1499.11,1499.11,1499.11
28/10/2010,1499.44,1499.44,1499.44,1499.44
29/10/2010,1505.66,1505.66,1505.66,1505.66
01/11/2010,1509.66,1509.66,1509.66,1509.66
02/11/2010,1506.57,1506.57,1506.57,1506.57
03/11/2010,1507.6,1507.6,1507.6,1507.6
04/11/2010,1511.74,1511.74,1511.74,1511.74
05/11/2010,1511.74,1511.74,1511.74,1511.74
08/11/2010,1519.84,1519.84,1519.84,1519.84
09/11/2010,1526.53,1526.53,1526.53,1526.53
10/11/2010,1528.01,1528.01,1528.01,1528.01
11/11/2010,1513.7,1513.7,1513.7,1513.7
12/11/2010,1499.81,1499.81,1499.81,1499.81
15/11/2010,1501.56,1501.56,1501.56,1501.56
16/11/2010,1503.54,1503.54,1503.54,1503.54
17/11/2010,1503.54,1503.54,1503.54,1503.54
18/11/2010,1496.65,1496.65,1496.65,1496.65
19/11/2010,1506.05,1506.05,1506.05,1506.05
22/11/2010,1503.2,1503.2,1503.2,1503.2
23/11/2010,1487.53,1487.53,1487.53,1487.53
24/11/2010,1488.54,1488.54,1488.54,1488.54
25/11/2010,1496.49,1496.49,1496.49,1496.49
26/11/2010,1492.05,1492.05,1492.05,1492.05
29/11/2010,1495.95,1495.95,1495.95,1495.95
30/11/2010,1485.23,1485.23,1485.23,1485.23
01/12/2010,1485.42,1485.42,1485.42,1485.42
02/12/2010,1503.22,1503.22,1503.22,1503.22
03/12/2010,1500.98,1500.98,1500.98,1500.98
06/12/2010,1501.74,1501.74,1501.74,1501.74
07/12/2010,1501.74,1501.74,1501.74,1501.74
08/12/2010,1510.06,1510.06,1510.06,1510.06
09/12/2010,1521.29,1521.29,1521.29,1521.29
10/12/2010,1507.28,1507.28,1507.28,1507.28
13/12/2010,1509.79,1509.79,1509.79,1509.79
14/12/2010,1510.58,1510.58,1510.58,1510.58
15/12/2010,1509.1,1509.1,1509.1,1509.1
16/12/2010,1497.52,1497.52,1497.52,1497.52
17/12/2010,1499.88,1499.88,1499.88,1499.88
20/12/2010,1495.88,1495.88,1495.88,1495.88
21/12/2010,1505.18,1505.18,1505.18,1505.18
22/12/2010,1515.05,1515.05,1515.05,1515.05
23/12/2010,1514.48,1514.48,1514.48,1514.48
24/12/2010,1511.58,1511.58,1511.58,1511.58
27/12/2010,1511.72,1511.72,1511.72,1511.72
28/12/2010,1517.44,1517.44,1517.44,1517.44
29/12/2010,1524.34,1524.34,1524.34,1524.34
30/12/2010,1518.91,1518.91,1518.91,1518.91
31/12/2010,1518.91,1518.91,1518.91,1518.91
03/01/2011,1533.42,1533.42,1533.42,1533.42
04/01/2011,1551.89,1551.89,1551.89,1551.89
05/01/2011,1566.17,1566.17,1566.17,1566.17
06/01/2011,1568.37,1568.37,1568.37,1568.37
07/01/2011,1572.21,1572.21,1572.21,1572.21
10/01/2011,1563.52,1563.52,1563.52,1563.52
11/01/2011,1562.94,1562.94,1562.94,1562.94
12/01/2011,1566.49,1566.49,1566.49,1566.49
13/01/2011,1571.56,1571.56,1571.56,1571.56
14/01/2011,1569.89,1569.89,1569.89,1569.89
17/01/2011,1574.49,1574.49,1574.49,1574.49
18/01/2011,1570.04,1570.04,1570.04,1570.04
19/01/2011,1566.51,1566.51,1566.51,1566.51
20/01/2011,1566.51,1566.51,1566.51,1566.51
21/01/2011,1547.43,1547.43,1547.43,1547.43
24/01/2011,1542.97,1542.97,1542.97,1542.97
25/01/2011,1526.43,1526.43,1526.43,1526.43
26/01/2011,1520,1520,1520,1520
27/01/2011,1526.96,1526.96,1526.96,1526.96
28/01/2011,1521.89,1521.89,1521.89,1521.89
31/01/2011,1519.94,1519.94,1519.94,1519.94
01/02/2011,1519.94,1519.94,1519.94,1519.94
02/02/2011,1531.82,1531.82,1531.82,1531.82
03/02/2011,1531.82,1531.82,1531.82,1531.82
04/02/2011,1531.82,1531.82,1531.82,1531.82
07/02/2011,1535.6,1535.6,1535.6,1535.6
08/02/2011,1539.55,1539.55,1539.55,1539.55
09/02/2011,1536.07,1536.07,1536.07,1536.07
10/02/2011,1503.99,1503.99,1503.99,1503.99
11/02/2011,1494.52,1494.52,1494.52,1494.52
14/02/2011,1505.33,1505.33,1505.33,1505.33
15/02/2011,1505.33,1505.33,1505.33,1505.33
16/02/2011,1506.3,1506.3,1506.3,1506.3
17/02/2011,1508.56,1508.56,1508.56,1508.56
18/02/2011,1517.56,1517.56,1517.56,1517.56
21/02/2011,1525.85,1525.85,1525.85,1525.85
22/02/2011,1513.63,1513.63,1513.63,1513.63
23/02/2011,1511.11,1511.11,1511.11,1511.11
24/02/2011,1489.87,1489.87,1489.87,1489.87
25/02/2011,1489.27,1489.27,1489.27,1489.27
28/02/2011,1491.25,1491.25,1491.25,1491.25
01/03/2011,1502.24,1502.24,1502.24,1502.24
02/03/2011,1499.28,1499.28,1499.28,1499.28
03/03/2011,1506.88,1506.88,1506.88,1506.88
04/03/2011,1522.61,1522.61,1522.61,1522.61
07/03/2011,1515.74,1515.74,1515.74,1515.74
08/03/2011,1517.66,1517.66,1517.66,1517.66
09/03/2011,1523.69,1523.69,1523.69,1523.69
10/03/2011,1516.91,1516.91,1516.91,1516.91
11/03/2011,1495.62,1495.62,1495.62,1495.62
14/03/2011,1495.35,1495.35,1495.35,1495.35
15/03/2011,1484.14,1484.14,1484.14,1484.14
16/03/2011,1492.44,1492.44,1492.44,1492.44
17/03/2011,1492.09,1492.09,1492.09,1492.09
18/03/2011,1503.89,1503.89,1503.89,1503.89
21/03/2011,1508.88,1508.88,1508.88,1508.88
22/03/2011,1509.1,1509.1,1509.1,1509.1
23/03/2011,1511.97,1511.97,1511.97,1511.97
24/03/2011,1513.84,1513.84,1513.84,1513.84
25/03/2011,1515.55,1515.55,1515.55,1515.55
28/03/2011,1514.25,1514.25,1514.25,1514.25
29/03/2011,1520.09,1520.09,1520.09,1520.09
30/03/2011,1531.63,1531.63,1531.63,1531.63
31/03/2011,1545.13,1545.13,1545.13,1545.13
01/04/2011,1555.38,1555.38,1555.38,1555.38
04/04/2011,1555.48,1555.48,1555.48,1555.48
05/04/2011,1553.07,1553.07,1553.07,1553.07
06/04/2011,1552.89,1552.89,1552.89,1552.89
07/04/2011,1561.93,1561.93,1561.93,1561.93
08/04/2011,1557.49,1557.49,1557.49,1557.49
11/04/2011,1544,1544,1544,1544
12/04/2011,1525.92,1525.92,1525.92,1525.92
13/04/2011,1535.59,1535.59,1535.59,1535.59
14/04/2011,1525.8,1525.8,1525.8,1525.8
15/04/2011,1521.94,1521.94,1521.94,1521.94
18/04/2011,1527.92,1527.92,1527.92,1527.92
19/04/2011,1521.53,1521.53,1521.53,1521.53
20/04/2011,1531.02,1531.02,1531.02,1531.02
21/04/2011,1526.33,1526.33,1526.33,1526.33
22/04/2011,1522.75,1522.75,1522.75,1522.75
25/04/2011,1524.05,1524.05,1524.05,1524.05
26/04/2011,1527.34,1527.34,1527.34,1527.34
27/04/2011,1529.91,1529.91,1529.91,1529.91
28/04/2011,1535.3,1535.3,1535.3,1535.3
29/04/2011,1534.95,1534.95,1534.95,1534.95
02/05/2011,1534.95,1534.95,1534.95,1534.95
03/05/2011,1531.47,1531.47,1531.47,1531.47
04/05/2011,1528.43,1528.43,1528.43,1528.43
05/05/2011,1521.18,1521.18,1521.18,1521.18
06/05/2011,1515.5,1515.5,1515.5,1515.5
09/05/2011,1519.41,1519.41,1519.41,1519.41
10/05/2011,1523.37,1523.37,1523.37,1523.37
11/05/2011,1536.03,1536.03,1536.03,1536.03
12/05/2011,1532.29,1532.29,1532.29,1532.29
13/05/2011,1540.74,1540.74,1540.74,1540.74
16/05/2011,1536.27,1536.27,1536.27,1536.27
17/05/2011,1536.27,1536.27,1536.27,1536.27
18/05/2011,1541.27,1541.27,1541.27,1541.27
19/05/2011,1544.02,1544.02,1544.02,1544.02
20/05/2011,1541.03,1541.03,1541.03,1541.03
23/05/2011,1528.98,1528.98,1528.98,1528.98
24/05/2011,1532.12,1532.12,1532.12,1532.12
25/05/2011,1533.57,1533.57,1533.57,1533.57
26/05/2011,1540.94,1540.94,1540.94,1540.94
27/05/2011,1548.69,1548.69,1548.69,1548.69
30/05/2011,1542.84,1542.84,1542.84,1542.84
31/05/2011,1558.29,1558.29,1558.29,1558.29
01/06/2011,1556.42,1556.42,1556.42,1556.42
