Date,Open,High,Low,Close
25/02/2005,904.12,907.42,903.34,903.51
28/02/2005,905.06,907.38,903.41,907.38
01/03/2005,904.92,906.22,894.57,898.49
02/03/2005,899.09,900.37,891.65,891.9
03/03/2005,892.41,896.49,889.44,889.44
04/03/2005,889.7,892.15,885.33,885.33
07/03/2005,887.24,892.47,887.24,891.18
08/03/2005,892.69,898.67,892.63,897.5
09/03/2005,898.44,903.62,896.76,903.62
10/03/2005,902.87,902.94,896.73,899.32
11/03/2005,899.01,901.57,898.26,901.45
14/03/2005,901.07,902.96,899.18,901.64
15/03/2005,901.65,902.99,896.62,898.2
16/03/2005,895.55,899.52,894.74,897.51
17/03/2005,897.82,899.47,896.03,899.26
18/03/2005,899.15,899.97,890.61,894
21/03/2005,893.96,895.29,883.87,885.62
22/03/2005,884.83,886.05,876.65,878.63
23/03/2005,872.15,882.56,870.81,881.25
24/03/2005,881.25,885.68,879.55,882.39
25/03/2005,882.57,884.56,881.9,883.4
28/03/2005,883.4,886.98,883.4,885.44
29/03/2005,885.29,887.02,877.98,881.87
30/03/2005,881.38,881.86,876.4,877.75
31/03/2005,879,881.17,870.44,871.35
01/04/2005,873.43,878.72,872.94,875.92
04/04/2005,874.34,875.51,864.45,867.23
05/04/2005,866.62,871.51,866.58,869.81
06/04/2005,869.68,870.08,859.94,861.75
07/04/2005,860.45,866.05,859.81,861.52
08/04/2005,862.47,869.81,862.46,864.02
11/04/2005,864.39,871.71,863.9,869.93
12/04/2005,868.68,871.53,866.24,866.24
13/04/2005,867.18,874.6,867.1,874.23
14/04/2005,873.74,879.77,873.71,877.23
15/04/2005,877.56,880.07,874.25,874.25
18/04/2005,871.85,872.7,863.93,866.66
19/04/2005,866.87,872.16,866.87,867.77
20/04/2005,868.19,874.51,868.19,871.91
22/04/2005,876.92,879.67,875.62,877.78
25/04/2005,877.29,877.29,871.39,871.98
26/04/2005,871.89,874.19,871.25,872.43
27/04/2005,872.65,874.84,870.19,872.45
28/04/2005,872.76,877.84,872.76,873.85
29/04/2005,873.73,880.56,873.73,878.96
03/05/2005,892.03,892.03,892.03,892.03
04/05/2005,895.5,903.07,895.09,903.07
05/05/2005,904.94,906.49,898.92,904.06
06/05/2005,903.03,903.24,897.09,901.22
09/05/2005,901.39,902.62,896.51,901.29
10/05/2005,901.22,904.34,899.79,902.84
11/05/2005,901.89,901.89,892.1,898.7
12/05/2005,897.66,898.63,891.63,893.4
13/05/2005,893.6,894.16,888.83,891.36
16/05/2005,890.89,892.76,887.97,889.27
17/05/2005,889.98,892.16,888.63,891.39
18/05/2005,891.21,892.58,885.05,886.37
19/05/2005,886.47,888.51,885.58,887.47
20/05/2005,887.17,889.24,883.17,883.17
24/05/2005,884.08,886.6,882.21,884.34
25/05/2005,883.98,883.98,868.74,870.1
26/05/2005,868.94,868.94,859.8,867.1
27/05/2005,866.79,869.13,865.35,869.11
30/05/2005,869,869.96,864.87,869.96
31/05/2005,869.99,870.52,860.73,860.73
01/06/2005,861.05,864.9,859.81,861.96
02/06/2005,862.53,863.44,858.84,862.4
03/06/2005,861.99,867.41,860.23,865.88
06/06/2005,865.97,871.97,865.57,871.97
07/06/2005,872.27,876.92,871.57,876.92
08/06/2005,874.7,879.44,874.7,879.44
09/06/2005,877.83,880.24,876.57,879.4
10/06/2005,879.19,892.98,879.14,890.02
13/06/2005,890.88,895.07,890.88,894.68
14/06/2005,894.82,897.53,891.87,892.64
15/06/2005,892.77,900.3,892.77,900.3
16/06/2005,900.51,901.43,897.05,898.04
17/06/2005,898.3,899.16,893.62,897.06
20/06/2005,897.17,898.63,894.65,896.75
21/06/2005,897.42,898.19,894.65,896.31
22/06/2005,895.09,905.37,895.09,903.33
23/06/2005,903.83,906,897.96,902.31
24/06/2005,900.93,901.41,897.15,898.08
27/06/2005,898.18,899.11,890.27,891.23
28/06/2005,891.12,896.64,891.12,894.67
29/06/2005,895.53,896.96,889.98,889.98
30/06/2005,890.42,894.23,888.32,888.32
01/07/2005,888.18,894.29,888.18,894.02
04/07/2005,893.8,900.15,893.8,898.69
05/07/2005,899.41,901.65,897.03,898.87
06/07/2005,898.33,905.28,898.33,902.69
07/07/2005,903.19,907.75,903.13,906.96
08/07/2005,904.48,905.42,901.45,903.61
11/07/2005,904.49,910.86,904.34,909.32
12/07/2005,912.05,918.37,912,915.72
13/07/2005,915.58,915.87,911.49,913.07
14/07/2005,913.09,922.45,912.92,921.06
15/07/2005,921.06,922.79,916.66,916.84
18/07/2005,917.43,918.8,914.55,915.08
19/07/2005,914.98,919.48,913.55,916.78
20/07/2005,915.2,926.31,915.2,924.01
21/07/2005,924.09,928.52,921.25,921.94
22/07/2005,938.1,939.69,927.21,939.69
25/07/2005,939.18,940.6,936.1,939.84
26/07/2005,940.2,941.85,934.29,935.74
27/07/2005,936.35,937.47,931.39,931.97
28/07/2005,932.14,936.62,932.11,934.38
29/07/2005,935.51,938.75,931.94,937.39
01/08/2005,938.3,940.38,935.56,938.22
02/08/2005,938.65,943.72,937.96,941.33
03/08/2005,942.54,953.29,941.56,952.59
04/08/2005,951.63,953.88,942.49,945.23
05/08/2005,946.22,946.22,941.85,943.41
08/08/2005,943.05,948.88,942.13,948.02
09/08/2005,947.08,948.05,942.29,944.94
10/08/2005,945.32,947.17,935.77,939.48
11/08/2005,938.86,938.98,934.19,936.05
12/08/2005,935.52,938.22,934.17,937.04
15/08/2005,937.32,938.85,927.92,927.92
16/08/2005,930.4,933.81,924.85,926.49
17/08/2005,923.95,927.81,921.64,926.38
18/08/2005,927.5,929.57,921.64,923.64
19/08/2005,924.07,926.95,919.72,925.54
22/08/2005,925.29,927.35,922.23,923.97
23/08/2005,923.97,928.58,923.66,923.79
24/08/2005,924.33,927.64,924.08,926.08
25/08/2005,925.52,925.64,918.87,919.85
26/08/2005,918.34,920.13,915.06,918.38
29/08/2005,916.02,916.08,908.96,911.85
30/08/2005,908.86,914.72,908.38,913.56
01/09/2005,913.08,913.08,907.02,909.67
02/09/2005,907.09,911.66,906.54,909.18
05/09/2005,908.84,912.41,907.12,909.74
06/09/2005,910.07,915.06,909.48,911.64
07/09/2005,911.94,920.15,911.9,919.07
08/09/2005,919.29,921.16,915.69,916.8
09/09/2005,916.44,918.99,914.16,917.92
12/09/2005,917.1,919.5,916.05,919.07
13/09/2005,917.74,920.85,915.23,915.72
14/09/2005,916.16,919.28,913.69,914.74
15/09/2005,914.28,919.97,913.99,919.65
16/09/2005,919.09,921.99,917.66,921.99
19/09/2005,920.85,923.44,919.03,923.27
20/09/2005,921.88,923.84,920.66,922.03
21/09/2005,921.24,922.8,919.24,922.57
22/09/2005,922.61,923.95,920.54,923.05
23/09/2005,921.4,923.18,920.7,921.89
26/09/2005,921.76,926.88,921.76,925.13
27/09/2005,925.33,927.95,924.86,927.71
28/09/2005,928.72,929.52,924.2,924.5
29/09/2005,925.49,927.57,922.72,924.23
30/09/2005,925.03,928.56,923.35,927.54
03/10/2005,926.84,928.11,922.8,925.33
04/10/2005,924.98,928.21,923.83,924.76
05/10/2005,924.94,928.77,924.94,927.51
06/10/2005,927.18,929.27,924.01,926.25
07/10/2005,926.46,927.84,924.68,925.21
10/10/2005,925.56,930.7,925.56,928.88
11/10/2005,929.01,930.95,927.47,928.43
12/10/2005,926.75,931.66,926.46,928.49
13/10/2005,928.51,931.43,925.9,927.12
14/10/2005,927.55,929.12,925.59,925.59
17/10/2005,926.48,929.23,923.65,924.27
18/10/2005,923.96,926.58,920.58,922.64
19/10/2005,922.33,922.33,909.54,914.17
20/10/2005,914.8,915.14,909.8,911.69
21/10/2005,911.9,914.24,907.37,909.58
24/10/2005,909.68,912.44,904.45,904.7
25/10/2005,906.04,906.87,902.6,904.75
26/10/2005,903.33,907.79,903.3,905.21
27/10/2005,905.53,909.14,903.19,904.46
28/10/2005,903.86,906.7,902.39,905.79
31/10/2005,905.38,911.43,905.38,910.76
02/11/2005,910.53,915.5,910.51,913.92
07/11/2005,914.7,915.87,907.8,911.53
08/11/2005,911.43,911.6,906.49,909.1
09/11/2005,909.47,909.47,903.3,906.55
10/11/2005,905.44,907.1,898.38,901.09
11/11/2005,900.1,901.32,894.52,898.35
14/11/2005,897.92,898.23,891.94,896.19
15/11/2005,896.02,897.31,893.4,894.33
16/11/2005,893.29,896.8,892.95,896.8
17/11/2005,896.44,896.65,891.73,894.3
18/11/2005,895.78,903.05,895.78,901.72
21/11/2005,901.6,908.72,901.6,906.24
22/11/2005,906.74,909.56,902.15,902.54
23/11/2005,902.5,905.06,901.76,902.9
24/11/2005,903.41,904.71,900.94,903.65
25/11/2005,904.17,904.43,900.09,904.28
28/11/2005,904.18,904.34,898.22,900.14
29/11/2005,900.83,902.1,895.42,898.63
30/11/2005,898.97,900.07,891.31,896.13
01/12/2005,895.45,895.61,885.64,887.8
02/12/2005,888,889.68,883,885.14
05/12/2005,884.72,887.61,884.63,885.48
06/12/2005,885.27,887.15,884.88,886.47
07/12/2005,885.78,894.04,885.69,891.67
08/12/2005,891.77,896.2,891.77,896.11
09/12/2005,895.94,899.06,895.1,898.3
12/12/2005,898.41,900.75,895.51,897.01
13/12/2005,898.06,901.59,898.06,898.27
14/12/2005,898.78,901.48,897.48,898.8
15/12/2005,898.85,900.65,893.96,894.98
16/12/2005,895.15,895.96,890.47,893.37
19/12/2005,893.6,896.34,893.55,895.86
20/12/2005,895.15,897.03,893.42,896.08
21/12/2005,895.79,898.37,892.85,894.65
22/12/2005,894.67,895.85,890.4,895.85
23/12/2005,891.64,893.57,890.09,892.13
27/12/2005,892.46,894.51,891.06,894.51
28/12/2005,892.82,896.11,892.3,895.55
29/12/2005,895.24,900.49,894.48,900.49
30/12/2005,899.04,902.56,895.84,899.79
03/01/2006,899.18,899.85,891.04,892.85
04/01/2006,893.09,897.88,892.63,897.13
05/01/2006,897.34,908.71,897.34,906.66
06/01/2006,906.6,912.07,906.6,911.67
09/01/2006,913.65,916,912.4,913.8
11/01/2006,913.16,915.14,908.66,909.59
12/01/2006,910.48,916.96,910.41,911.16
13/01/2006,910.83,914.29,908.58,911.9
16/01/2006,911.81,913.18,905.6,906.53
17/01/2006,906.44,911.03,905.79,907.52
18/01/2006,902.28,907.38,900.4,901.32
19/01/2006,902.29,906.95,902.23,902.7
20/01/2006,904.19,907.43,902.96,905.41
23/01/2006,903.4,904.59,898.61,902.51
24/01/2006,903.53,908.93,903.53,906.98
25/01/2006,906.62,912.28,906.6,909.77
26/01/2006,910.17,913.14,909.7,913.14
27/01/2006,912.69,915.8,911.79,914.01
03/02/2006,915.61,927.85,915.61,927.85
06/02/2006,928.38,931,925.86,929.39
07/02/2006,929.85,930.65,920.12,923.84
08/02/2006,923.89,924.45,915.86,918.92
09/02/2006,919.44,923.13,918.98,920.63
10/02/2006,920.42,923.85,919.68,920.31
13/02/2006,923.24,926.17,921.37,922.77
14/02/2006,923.13,925.51,922.25,925.51
15/02/2006,925.82,931.1,923.55,927.17
16/02/2006,927.23,931.01,926.5,928.1
17/02/2006,928.6,929.7,925.39,926.47
20/02/2006,927.95,928.89,923.71,925.18
21/02/2006,924.08,927.68,922.69,925.67
22/02/2006,926.1,927.7,923.92,924.4
23/02/2006,924.95,927.51,924.32,927.51
24/02/2006,927.49,928.87,922.99,924.91
27/02/2006,924.92,928.82,924.92,928.66
28/02/2006,930.76,931.15,925.94,928.94
01/03/2006,926.78,926.78,921.18,921.56
02/03/2006,921.3,923.73,916.7,919.78
03/03/2006,920.12,922.34,916.35,916.93
06/03/2006,916.74,918.43,913.47,914.92
07/03/2006,915.96,919.29,913.17,915.21
08/03/2006,914.65,914.79,910.8,913.53
09/03/2006,912.81,920.91,912.79,920.91
10/03/2006,921.13,925.15,920.52,921.96
13/03/2006,923.12,926.67,922.03,922.03
14/03/2006,923.51,925.96,923.29,924.37
15/03/2006,924.88,927.03,923.22,924.24
16/03/2006,924.59,926.69,920.87,923.15
17/03/2006,924.63,925.9,920.91,922.62
20/03/2006,922.53,924.79,920.87,923.02
21/03/2006,921.57,924.73,921.4,923.13
22/03/2006,921.68,925.02,921.14,921.94
23/03/2006,922.64,926.05,922.51,925.11
24/03/2006,924.67,928.91,924.57,926.09
27/03/2006,926.49,928.48,924.7,928.48
28/03/2006,928.57,932.83,928.57,932.83
29/03/2006,932.59,934.19,930.82,932.98
30/03/2006,933.29,934.53,924.92,926.97
31/03/2006,927.29,930.27,923.25,926.63
03/04/2006,926.63,929.4,926.26,928.23
04/04/2006,927.9,931.17,926.51,931.17
05/04/2006,931.92,941.67,931.92,941.67
06/04/2006,941.64,943.71,936.75,941.06
07/04/2006,940.7,943.71,938.37,943.71
10/04/2006,944,946.47,939.05,942.47
12/04/2006,941.53,942.18,936.96,941.88
13/04/2006,941.88,942.41,935.2,936.24
14/04/2006,937.78,939.56,935.95,938.32
17/04/2006,939.77,941.48,936.44,939.74
18/04/2006,940.65,942.14,938.09,940.57
19/04/2006,941.07,945.97,941.07,945.97
20/04/2006,945.94,948.04,943.36,946.62
21/04/2006,946.76,950.44,946.74,948.19
24/04/2006,948.34,950.95,942.73,943.36
25/04/2006,944.19,945.54,941.62,944.09
26/04/2006,944.92,949.74,944.92,949.29
27/04/2006,949.48,952.54,945.89,947.61
28/04/2006,947.64,950.03,944.92,949.23
02/05/2006,947.8,952.29,947.17,951.25
03/05/2006,950.99,954.04,948.65,950.23
04/05/2006,950.32,954.16,949.98,954.16
05/05/2006,955.08,962.38,955.08,961.38
08/05/2006,962.45,970.02,962.45,965.9
09/05/2006,966.27,970.46,962.89,966.88
10/05/2006,967.53,968.81,961.69,966.62
11/05/2006,965.32,968.27,964.02,966.05
15/05/2006,963.13,964.62,958.2,964.62
16/05/2006,963.67,963.67,950.15,959.94
17/05/2006,960.23,964.02,957.2,958.4
18/05/2006,953.1,953.1,944.24,947.78
19/05/2006,947.88,948.29,942.26,944.4
22/05/2006,944.25,945.88,923.68,925.51
23/05/2006,924.69,928,919.04,926.56
24/05/2006,927.25,934.36,923.95,927.75
25/05/2006,934.65,934.83,923.67,923.97
26/05/2006,925.85,933.84,925.85,930.75
29/05/2006,931.11,932.49,926.97,928.37
30/05/2006,928.21,930.26,927.37,929.89
31/05/2006,927.89,928.14,919.37,927.78
01/06/2006,927.65,932.56,927.65,930.45
02/06/2006,930.08,935.39,930.08,930.72
05/06/2006,931.2,935.35,930.26,931.9
06/06/2006,930.56,930.56,924.06,925.49
07/06/2006,926.65,929.92,922.55,923.57
08/06/2006,922.87,925.6,914.37,917.25
09/06/2006,917.04,920.58,915.18,915.4
12/06/2006,916.01,918.51,914.3,916.7
13/06/2006,915.45,916.03,902.02,903.63
14/06/2006,902,902.56,892.89,893.23
15/06/2006,895.29,900.55,883.29,886.48
16/06/2006,889.07,897.38,889.07,893.5
19/06/2006,895.14,896.58,886.29,889.51
20/06/2006,885.84,892.13,885.84,889.99
21/06/2006,891.48,897.18,891.12,894.66
22/06/2006,894.79,904.56,894.79,900.47
23/06/2006,900.33,906.34,900.33,906.34
26/06/2006,906.65,907.47,901.57,904.51
27/06/2006,904.8,909.2,904.8,907.76
28/06/2006,907.35,909.37,904.91,906.9
29/06/2006,907.1,912.22,907.1,910.54
30/06/2006,912.15,917.18,912.15,914.69
03/07/2006,914.61,919.57,914.43,919.14
04/07/2006,919.37,926.5,919.37,923.99
05/07/2006,925.06,927.7,922.98,924.89
06/07/2006,924.98,925.48,919.22,920
07/07/2006,921.5,926.45,920.76,925.56
10/07/2006,926.37,926.78,922.85,924.86
11/07/2006,926.31,928.05,924.6,924.6
12/07/2006,925.48,928.23,925.04,928.23
13/07/2006,928.46,928.89,924.85,926.55
14/07/2006,925.49,925.89,913.63,913.63
17/07/2006,912.02,912.02,899.23,902.7
18/07/2006,902.72,912.17,902.72,908.68
19/07/2006,908.93,913.78,908.93,911.98
20/07/2006,913.23,920.72,913.23,916.62
21/07/2006,918.38,924.72,918.38,924.72
24/07/2006,924.44,925.62,921.17,922.34
25/07/2006,923.77,931.85,923.77,928.05
26/07/2006,928.53,934.34,928.53,934.34
27/07/2006,934.52,937.33,932.64,936.76
28/07/2006,937.56,938.85,932.41,934.72
31/07/2006,935.31,939.46,935.31,935.85
01/08/2006,935.41,938.21,932.96,936.04
02/08/2006,936.4,938.89,932.89,934.07
03/08/2006,934.34,937.42,933.79,935.29
04/08/2006,935.09,938.78,934.63,937.99
07/08/2006,939.03,942.22,937.44,938.48
08/08/2006,938.23,939.87,936.91,939.08
09/08/2006,939.57,943.2,939.56,941.26
10/08/2006,941.49,942.99,939.48,942.99
11/08/2006,942.57,946.21,942.27,942.27
14/08/2006,942.88,947.22,942.78,946
15/08/2006,945.56,946.52,943.25,943.94
16/08/2006,944.54,946.06,937.98,937.98
17/08/2006,938.32,944.17,938.32,942.08
18/08/2006,942.08,944.71,940.86,942
21/08/2006,941.49,943.87,940.71,942.61
22/08/2006,943.41,949.11,943.37,945.02
23/08/2006,945.03,948.26,943.97,948.26
24/08/2006,949.54,950.25,945.69,948.13
25/08/2006,948.9,951.96,947.99,950.52
28/08/2006,950.61,953.83,950.21,950.96
29/08/2006,950.93,955.2,950.93,953.22
30/08/2006,954.17,959.09,954.03,958.12
01/09/2006,959.04,962.42,958.91,960.69
04/09/2006,960.82,968.22,960.82,968.22
05/09/2006,968.64,970.49,962.24,963.84
06/09/2006,964.25,964.89,955.56,956.39
07/09/2006,956.39,958.8,953.18,955.85
08/09/2006,956.33,959.06,955.66,956.7
11/09/2006,956.53,957.61,954.01,955.72
12/09/2006,955.81,956.5,949.34,953.7
13/09/2006,953,954.25,949.9,954.25
14/09/2006,953.1,957.1,950.99,957.1
15/09/2006,956.56,959.21,955.89,958.99
18/09/2006,958.58,965.55,958.58,965.55
19/09/2006,965.76,966.08,959.64,962.82
20/09/2006,961.37,961.37,956.86,959.62
21/09/2006,960.73,966.08,960.73,966.08
22/09/2006,964.78,967.32,962.41,965.23
25/09/2006,964.07,965.44,962.35,965.44
26/09/2006,964.42,966.99,960.86,965.66
27/09/2006,965.69,967.99,964.55,966.32
28/09/2006,966.19,970.79,966.19,968.88
29/09/2006,967.74,969.06,963.65,967.55
02/10/2006,967.17,969.67,964.76,969.67
03/10/2006,968.93,969.15,965.61,967.56
04/10/2006,967.26,969.19,963.52,964.06
05/10/2006,964.3,969.63,964.3,968.89
06/10/2006,967.68,971.22,967.19,970.98
09/10/2006,971.48,973.93,967.54,969.38
10/10/2006,970.2,971.9,969.23,969.71
11/10/2006,969.46,971.03,967.89,970.37
12/10/2006,970.18,976.84,970.18,975.62
13/10/2006,976.79,983.54,976.79,983.54
16/10/2006,983.22,983.79,977.12,983.79
17/10/2006,982.8,983.31,976.16,977.23
18/10/2006,978.19,979.07,975.3,975.89
19/10/2006,977.49,980.45,976.05,978.77
20/10/2006,978.4,980.89,977.34,979.19
26/10/2006,979,983.43,979,982.63
27/10/2006,981.91,990.71,981.48,989.9
30/10/2006,986.47,987.43,984.16,986.07
31/10/2006,986.19,988.93,984.85,988.3
01/11/2006,988.3,991.04,987.84,989.34
02/11/2006,989.15,998.57,988.75,995.25
03/11/2006,996.47,1000.06,994.84,998.02
06/11/2006,998.25,999.72,992.96,993.3
07/11/2006,993.68,1005.06,993.68,1003.28
08/11/2006,1004.65,1011.2,1004.65,1007.29
09/11/2006,1008.86,1019.93,1008.76,1019.93
10/11/2006,1019.07,1022.76,1018.15,1022.3
13/11/2006,1020.68,1021.53,1015.79,1019.81
14/11/2006,1019.81,1030.09,1019.81,1030.09
15/11/2006,1028.25,1032.6,1025.64,1028.38
16/11/2006,1028.67,1039.06,1027.57,1037.6
17/11/2006,1039.79,1041.98,1037.82,1040.79
20/11/2006,1040.75,1044.33,1029.41,1033.52
21/11/2006,1033.6,1037.22,1033.6,1036.16
22/11/2006,1037.68,1045.67,1037.59,1043.81
23/11/2006,1044.89,1046.6,1043.35,1046.51
24/11/2006,1046.8,1060.43,1046.64,1060.43
27/11/2006,1060.67,1071.82,1060.67,1068.29
28/11/2006,1065.33,1065.33,1056.72,1057.23
29/11/2006,1058.62,1065.83,1058.62,1064.6
30/11/2006,1065.85,1086.37,1065.85,1080.66
01/12/2006,1080.25,1081.3,1074.88,1080.11
04/12/2006,1079.77,1082.59,1076.53,1077.44
05/12/2006,1078.18,1089.67,1078.18,1088.96
06/12/2006,1090.96,1103.27,1090.96,1098.35
07/12/2006,1100.31,1102.79,1092.54,1098.26
08/12/2006,1097.84,1098.59,1087.37,1098.59
11/12/2006,1103.89,1110.12,1098.23,1101.7
12/12/2006,1103.21,1107.13,1085.81,1088.42
13/12/2006,1087.55,1088.94,1073.56,1079.6
14/12/2006,1079.52,1083.54,1068.51,1075.47
15/12/2006,1078.17,1089.32,1078.17,1089.32
18/12/2006,1090.01,1092.47,1074.8,1081.6
19/12/2006,1082.25,1082.27,1049.88,1060.36
20/12/2006,1068.51,1076.3,1068.51,1076.3
21/12/2006,1075.86,1079.51,1072.79,1076.68
22/12/2006,1076.67,1079.72,1072.89,1079.72
26/12/2006,1079.3,1080.49,1073.54,1078.15
27/12/2006,1078.2,1083.75,1077.26,1083.22
28/12/2006,1082.79,1089.97,1082.75,1088.85
29/12/2006,1089.28,1096.24,1088.8,1096.24
03/01/2007,1096.76,1117.09,1096.76,1117.09
04/01/2007,1117.3,1119.16,1114.41,1118.18
05/01/2007,1117.79,1121.41,1114.54,1120.4
08/01/2007,1119,1119,1110.38,1113.02
09/01/2007,1114.39,1121.6,1113.99,1118.96
10/01/2007,1118.9,1119.74,1107.02,1113.19
11/01/2007,1113.4,1117.69,1103.37,1106.06
12/01/2007,1108.44,1120.96,1108.44,1119.33
15/01/2007,1121.81,1129.42,1121.81,1127.41
16/01/2007,1128.08,1133.68,1128.08,1132.61
17/01/2007,1133.26,1140.81,1133.26,1139.71
18/01/2007,1141.26,1150.15,1141.26,1147.66
19/01/2007,1149.09,1151.61,1139.49,1147.76
22/01/2007,1148.41,1157.85,1148.41,1157.85
23/01/2007,1156.04,1169.12,1155.93,1169.12
24/01/2007,1171.94,1186,1171.94,1183.04
25/01/2007,1184.93,1191.53,1173.26,1179.66
26/01/2007,1176.86,1176.86,1164.91,1169.89
29/01/2007,1170.26,1180.01,1170.26,1177.53
30/01/2007,1179.11,1183.54,1175.59,1181.42
31/01/2007,1181.8,1189.35,1181.3,1189.35
02/02/2007,1195.91,1209.48,1195.91,1209.48
05/02/2007,1213.5,1226.57,1213.5,1225.73
06/02/2007,1226.26,1238.64,1226.21,1236.63
07/02/2007,1238.14,1243.63,1232.57,1243.57
08/02/2007,1245.36,1248.83,1237.39,1248.83
09/02/2007,1248.77,1250.46,1231.64,1240.87
12/02/2007,1238.71,1238.92,1223.14,1231.87
13/02/2007,1232.12,1235.03,1223.69,1234.31
14/02/2007,1240.29,1245.64,1239.44,1245.64
15/02/2007,1247.52,1258.63,1247.52,1258.63
16/02/2007,1259.32,1262.09,1252.15,1262.09
21/02/2007,1265.34,1278.22,1265.34,1278.22
22/02/2007,1277.99,1280.51,1270.1,1276.52
23/02/2007,1276.31,1283.8,1273.85,1283.47
26/02/2007,1285.08,1285.15,1270.4,1272.87
27/02/2007,1273.43,1273.78,1220.19,1237.08
28/02/2007,1189.58,1196.68,1136.01,1196.45
01/03/2007,1204.67,1216.19,1179.12,1180.91
02/03/2007,1180.66,1180.66,1161.68,1164.68
05/03/2007,1152.87,1152.87,1090.39,1110.69
06/03/2007,1117.51,1137.82,1113.29,1130.96
07/03/2007,1144.12,1170.01,1144.12,1156.58
08/03/2007,1161.5,1189.29,1161.46,1187.06
09/03/2007,1194.2,1201.45,1186.31,1188.83
12/03/2007,1192.61,1205.86,1192.61,1203.29
13/03/2007,1205.63,1214.15,1197.58,1200.01
14/03/2007,1177.74,1177.74,1159.03,1166.38
15/03/2007,1173.82,1182.18,1173.82,1180.31
16/03/2007,1179.23,1182.33,1172.43,1182.2
19/03/2007,1182.97,1195.61,1182.56,1192.22
20/03/2007,1200.77,1206.54,1200.6,1205.28
21/03/2007,1207.44,1213.96,1206.5,1209.34
22/03/2007,1213.91,1231,1213.91,1221.72
23/03/2007,1223.77,1237.7,1223.77,1235.65
26/03/2007,1237.47,1246.75,1235.08,1244.32
27/03/2007,1246.9,1248.98,1236.55,1247.17
28/03/2007,1244.22,1245.17,1228.97,1235.24
29/03/2007,1230.06,1235.89,1222.42,1235.89
30/03/2007,1239.6,1246.87,1238.7,1246.87
02/04/2007,1250.24,1253.41,1245,1246.3
03/04/2007,1247.41,1260.13,1247.38,1256.82
04/04/2007,1263.19,1277.65,1263.19,1271.31
05/04/2007,1271.93,1277.48,1268.81,1277.48
06/04/2007,1277.14,1279.55,1274.15,1278.92
09/04/2007,1279.87,1300.94,1279.87,1298.36
10/04/2007,1297.01,1306.34,1290.08,1306.34
11/04/2007,1308.98,1316.13,1302.88,1306.22
12/04/2007,1301.77,1313.27,1298.53,1307.19
13/04/2007,1309.2,1315.03,1297.69,1308.2
16/04/2007,1310.54,1322.91,1310.54,1322.91
17/04/2007,1326.64,1334.44,1316.98,1330.26
18/04/2007,1330.11,1332.44,1320.15,1328.63
19/04/2007,1324.1,1324.1,1291.64,1306.36
20/04/2007,1308.05,1316.81,1306.22,1315.37
23/04/2007,1320.86,1326.67,1316.64,1321.36
24/04/2007,1319.81,1319.84,1310.59,1317.5
25/04/2007,1317.72,1321.06,1313.42,1315.97
27/04/2007,1320.17,1326.7,1319.15,1324.77
30/04/2007,1326.59,1330.27,1313.66,1322.25
03/05/2007,1329.13,1343.52,1329.13,1342.79
04/05/2007,1346.37,1363.4,1346.37,1363.4
07/05/2007,1363.21,1367.4,1357.54,1365.28
08/05/2007,1367.35,1368.87,1348.76,1354.67
09/05/2007,1355.28,1357.5,1346.42,1350.84
10/05/2007,1351.65,1356.94,1351.09,1355.62
11/05/2007,1349.64,1351.45,1336.16,1351.45
14/05/2007,1355.8,1364.05,1355.8,1359.59
15/05/2007,1364.85,1366.21,1340.88,1346.1
16/05/2007,1348.87,1352.76,1347.9,1352.41
17/05/2007,1356.41,1361.73,1351.18,1359.37
18/05/2007,1358.19,1358.27,1351.03,1356.84
21/05/2007,1354.9,1354.9,1344.08,1347.17
22/05/2007,1346.98,1367.51,1346.09,1367.51
23/05/2007,1367.01,1368.38,1351.91,1354.98
24/05/2007,1353.64,1356.39,1335.37,1340.98
25/05/2007,1335.35,1339.08,1319.75,1339.08
28/05/2007,1339.77,1348.3,1339.77,1345.99
29/05/2007,1345.7,1346.98,1339.95,1343
30/05/2007,1343.29,1349.13,1331.21,1339.18
31/05/2007,1341.21,1350.46,1338.4,1346.89
01/06/2007,1348.36,1360.07,1346.21,1360.07
04/06/2007,1360.3,1374.54,1356.78,1360.27
05/06/2007,1361.19,1369.59,1354.93,1369.59
06/06/2007,1368.84,1374.33,1368.18,1372.38
07/06/2007,1366.3,1367.01,1359.09,1364.41
08/06/2007,1357.63,1359.18,1351.38,1352.39
11/06/2007,1360.66,1367.94,1357.05,1357.66
12/06/2007,1358.55,1361.3,1355.68,1360.58
13/06/2007,1356.74,1359.78,1353.03,1353.03
14/06/2007,1356.49,1362.25,1353.89,1357.18
15/06/2007,1360.55,1362.58,1355.76,1360.65
18/06/2007,1363.21,1372.28,1363.21,1372.28
19/06/2007,1371.98,1377.5,1371.03,1376.79
20/06/2007,1377.88,1386.27,1377.34,1386.27
21/06/2007,1383.4,1391.41,1382.74,1387.96
22/06/2007,1384.31,1391.57,1382.26,1391.57
25/06/2007,1388,1389.69,1374.65,1377.13
26/06/2007,1377.26,1380.5,1363.9,1366.99
27/06/2007,1365.26,1366.2,1352.74,1357.43
28/06/2007,1357.8,1361.93,1347.5,1350.72
29/06/2007,1351.24,1357.36,1348.95,1354.38
02/07/2007,1357.78,1365.33,1357.57,1364.37
